,Food,Location,Week,Month,Amt_bought,Amt_Consumed,Wastage
1736,Beans,Chipotle,9,3,6.1,1.4,4.7
1737,Tune,Nue Vegan,10,3,9.4,6.7,2.7
1738,Tune,Nue Vegan,12,3,2.0,1.7,0.3
1739,Fries,Southside,3,1,6.9,4.1,2.8
1740,Tune,Globe,4,1,7.6,5.4,2.2
1741,Parmesan cheese,Chick-fil-a,1,1,8.3,8.0,0.3
1742,Pork,Southside,1,1,9.4,1.6,7.8
1743,Pork,Flip kitchen,1,1,4.9,2.8,2.1
1744,Pork,Blaze pizza,9,3,7.8,0.6,7.2
1745,Beef,Chick-fil-a,11,3,2.3,2.0,0.3
1746,Beef,Ike's,10,3,1.9,1.8,0.1
1747,Pork,Southside,12,3,1.3,1.2,0.1
1748,Fries,Nue Vegan,2,1,3.2,2.3,0.9
1749,Salad,Blaze pizza,1,1,6.0,5.3,0.7
1750,Fries,Halal Guys,10,3,8.6,6.3,2.3
1751,Tune,Akino sushi,9,3,5.0,3.7,1.3
1752,Beef,Blaze pizza,12,3,1.1,1.1,0.0
1753,Salad,Ike's,4,1,2.8,0.4,2.4
1754,Chicken,Halal Guys,9,3,2.4,0.5,1.9
1755,Beans,Southside,11,3,9.9,9.3,0.6
1756,Beef,Chick-fil-a,6,2,1.9,1.2,0.7
1757,Beans,Nue Vegan,4,1,2.7,2.2,0.5
1758,Tune,Chick-fil-a,8,2,7.5,0.8,6.7
1759,Drumsticks,Globe,4,1,1.5,0.4,1.1
1760,Salad,Halal Guys,9,3,9.2,6.1,3.1
1761,Fries,Blaze pizza,9,3,7.6,1.3,6.3
1762,Beef,Ike's,10,3,7.0,1.4,5.6
1763,Burger,Ike's,10,3,7.1,3.1,4.0
1764,Burger,Halal Guys,2,1,6.8,0.5,6.3
1765,Burger,Chick-fil-a,8,2,8.4,6.8,1.6
1766,Burger,Southside,11,3,5.5,2.7,2.8
1767,Salad,Chipotle,3,1,3.2,0.4,2.8
1768,Fries,Chick-fil-a,2,1,5.6,4.3,1.3
1769,Tune,Akino sushi,1,1,7.0,1.2,5.8
1770,Parmesan cheese,Chick-fil-a,11,3,5.9,2.3,3.6
1771,Pizza,Chick-fil-a,11,3,1.2,0.9,0.3
1772,Pork,Chick-fil-a,1,1,9.7,8.5,1.2
1773,Beef,Akino sushi,4,1,1.2,0.4,0.8
1774,Salad,Ike's,5,2,9.3,0.4,8.9
1775,Fries,Blaze pizza,1,1,4.8,0.8,4.0
1776,Beans,Globe,1,1,8.5,6.4,2.1
1777,Parmesan cheese,Chick-fil-a,3,1,7.3,5.3,2.0
1778,Tune,Ike's,10,3,3.9,0.2,3.7
1779,Drumsticks,Ike's,4,1,1.2,0.8,0.4
1780,Beef,Flip kitchen,6,2,3.4,0.4,3.0
1781,Salad,Chipotle,9,3,8.2,3.5,4.7
1782,Beans,Globe,5,2,4.5,3.5,1.0
1783,Salad,Halal Guys,10,3,3.3,2.1,1.2
1784,Beans,Flip kitchen,1,1,8.5,6.9,1.6
1785,Fries,Chick-fil-a,8,2,9.4,0.8,8.6
1786,Pork,Halal Guys,12,3,6.7,4.8,1.9
1787,Salad,Blaze pizza,1,1,2.1,0.8,1.3
1788,Chicken,Ike's,5,2,5.0,3.2,1.8
1789,Beans,Halal Guys,7,2,3.2,2.6,0.6
1790,Pork,Halal Guys,8,2,6.5,5.0,1.5
1791,Tune,Blaze pizza,4,1,8.8,0.1,8.7
1792,Beef,Southside,9,3,2.9,1.0,1.9
1793,Salad,Halal Guys,6,2,5.2,3.8,1.4
1794,Chicken,Chick-fil-a,7,2,9.3,1.7,7.6
1795,Beef,Nue Vegan,6,2,6.3,2.1,4.2
1796,Pork,Chipotle,6,2,7.6,3.4,4.2
1797,Burger,Southside,5,2,8.8,5.5,3.3
1798,Chicken,Blaze pizza,1,1,2.3,1.9,0.4
1799,Parmesan cheese,Globe,4,1,3.0,0.6,2.4
1800,Burger,Halal Guys,4,1,6.9,5.0,1.9
1801,Beef,Akino sushi,9,3,4.5,1.2,3.3
1802,Drumsticks,Chick-fil-a,2,1,4.3,2.5,1.8
1803,Salad,Akino sushi,10,3,4.8,3.0,1.8
1804,Tune,Ike's,7,2,8.4,8.2,0.2
1805,Parmesan cheese,Blaze pizza,12,3,2.0,1.1,0.9
1806,Salad,Flip kitchen,9,3,6.6,1.5,5.1
1807,Drumsticks,Ike's,9,3,3.3,0.7,2.6
1808,Chicken,Chick-fil-a,1,1,1.1,1.0,0.1
1809,Fries,Akino sushi,4,1,6.7,5.3,1.4
1810,Tune,Ike's,10,3,5.6,3.8,1.8
1811,Tune,Halal Guys,3,1,9.6,6.8,2.8
1812,Beans,Halal Guys,7,2,2.5,0.8,1.7
1813,Beans,Blaze pizza,2,1,8.7,4.4,4.3
1814,Burger,Akino sushi,12,3,1.1,0.8,0.3
1815,Drumsticks,Blaze pizza,12,3,6.9,1.9,5.0
1816,Drumsticks,Halal Guys,12,3,8.8,4.5,4.3
1817,Fries,Ike's,4,1,6.2,4.9,1.3
1818,Beans,Blaze pizza,10,3,9.4,8.0,1.4
1819,Tune,Southside,1,1,3.9,3.4,0.5
1820,Pork,Flip kitchen,6,2,9.9,4.1,5.8
1821,Chicken,Chick-fil-a,2,1,4.0,2.3,1.7
1822,Chicken,Chick-fil-a,7,2,9.2,8.3,0.9
1823,Drumsticks,Flip kitchen,8,2,5.9,5.8,0.1
1824,Salad,Flip kitchen,1,1,1.2,0.6,0.6
1825,Pizza,Southside,11,3,8.0,6.3,1.7
1826,Chicken,Chipotle,1,1,4.6,4.3,0.3
1827,Drumsticks,Ike's,4,1,3.6,0.8,2.8
1828,Tune,Chipotle,11,3,2.9,1.4,1.5
1829,Drumsticks,Akino sushi,9,3,8.8,0.6,8.2
1830,Burger,Flip kitchen,12,3,1.8,1.3,0.5
1831,Drumsticks,Chick-fil-a,7,2,4.9,2.7,2.2
1832,Chicken,Nue Vegan,2,1,7.9,0.9,7.0
1833,Fries,Ike's,9,3,5.8,1.1,4.7
1834,Salad,Akino sushi,7,2,2.4,0.7,1.7
1835,Drumsticks,Globe,2,1,1.0,0.5,0.5
1836,Burger,Akino sushi,12,3,7.8,6.0,1.8
1837,Salad,Nue Vegan,6,2,7.2,5.4,1.8
1838,Beef,Southside,7,2,7.5,0.6,6.9
1839,Fries,Nue Vegan,2,1,1.2,0.7,0.5
1840,Fries,Flip kitchen,9,3,5.3,2.4,2.9
1841,Tune,Flip kitchen,4,1,8.4,2.9,5.5
1842,Salad,Globe,4,1,3.5,3.0,0.5
1843,Salad,Globe,2,1,5.9,5.9,0.0
1844,Tune,Nue Vegan,6,2,4.1,2.9,1.2
1845,Pork,Blaze pizza,4,1,8.2,7.3,0.9
1846,Parmesan cheese,Globe,8,2,2.1,1.4,0.7
1847,Burger,Flip kitchen,4,1,3.3,2.9,0.4
1848,Salad,Akino sushi,9,3,5.2,4.3,0.9
1849,Fries,Akino sushi,4,1,6.9,4.5,2.4
1850,Tune,Halal Guys,7,2,1.6,0.5,1.1
1851,Tune,Ike's,2,1,3.9,1.4,2.5
1852,Tune,Chick-fil-a,5,2,1.3,0.2,1.1
1853,Pizza,Chick-fil-a,9,3,7.1,6.9,0.2
1854,Salad,Akino sushi,11,3,4.2,1.5,2.7
1855,Tune,Globe,2,1,8.4,1.4,7.0
1856,Burger,Akino sushi,1,1,9.4,4.4,5.0
1857,Burger,Akino sushi,5,2,3.9,0.5,3.4
1858,Burger,Halal Guys,10,3,8.8,7.3,1.5
1859,Burger,Chipotle,5,2,2.3,0.9,1.4
1860,Burger,Globe,8,2,1.9,0.0,1.9
1861,Salad,Flip kitchen,5,2,4.9,4.0,0.9
1862,Beans,Chipotle,9,3,1.2,0.3,0.9
1863,Pork,Blaze pizza,4,1,8.6,8.2,0.4
1864,Fries,Halal Guys,11,3,8.3,4.0,4.3
1865,Chicken,Southside,5,2,7.7,6.5,1.2
1866,Pizza,Akino sushi,4,1,1.3,1.0,0.3
1867,Parmesan cheese,Chipotle,11,3,7.7,7.6,0.1
1868,Pizza,Blaze pizza,2,1,4.5,2.4,2.1
1869,Pork,Nue Vegan,4,1,4.6,2.6,2.0
1870,Chicken,Nue Vegan,11,3,3.6,0.1,3.5
1871,Beef,Blaze pizza,11,3,5.0,2.1,2.9
1872,Beef,Globe,3,1,7.0,6.7,0.3
1873,Tune,Southside,10,3,9.2,6.3,2.9
1874,Beef,Chipotle,1,1,7.7,5.4,2.3
1875,Pizza,Akino sushi,9,3,5.3,3.8,1.5
1876,Beans,Southside,8,2,7.3,4.2,3.1
1877,Tune,Globe,9,3,9.4,0.5,8.9
1878,Fries,Southside,7,2,7.6,5.9,1.7
1879,Fries,Flip kitchen,2,1,9.5,0.4,9.1
1880,Beans,Flip kitchen,1,1,2.9,1.7,1.2
1881,Pizza,Chick-fil-a,8,2,8.4,7.4,1.0
1882,Pork,Southside,12,3,7.8,2.3,5.5
1883,Pizza,Globe,6,2,2.2,0.4,1.8
1884,Parmesan cheese,Flip kitchen,8,2,1.1,0.3,0.8
1885,Parmesan cheese,Southside,1,1,5.7,2.6,3.1
1886,Burger,Chipotle,6,2,2.9,0.7,2.2
1887,Drumsticks,Halal Guys,2,1,7.8,3.6,4.2
1888,Pork,Chick-fil-a,1,1,8.6,7.0,1.6
1889,Pork,Chick-fil-a,5,2,8.3,6.8,1.5
1890,Burger,Nue Vegan,8,2,1.7,0.5,1.2
1891,Chicken,Chipotle,1,1,2.1,1.1,1.0
1892,Pork,Akino sushi,3,1,2.9,2.3,0.6
1893,Parmesan cheese,Southside,1,1,1.4,1.0,0.4
1894,Pizza,Akino sushi,10,3,7.6,0.8,6.8
1895,Burger,Chipotle,4,1,2.7,0.4,2.3
1896,Fries,Globe,1,1,4.9,2.3,2.6
1897,Chicken,Blaze pizza,7,2,7.9,6.3,1.6
1898,Chicken,Chipotle,12,3,4.0,1.1,2.9
1899,Burger,Akino sushi,3,1,5.0,4.0,1.0
1900,Beans,Akino sushi,3,1,1.0,0.6,0.4
1901,Beans,Halal Guys,7,2,5.3,3.8,1.5
1902,Chicken,Blaze pizza,12,3,6.0,2.4,3.6
1903,Beef,Nue Vegan,2,1,1.3,1.0,0.3
1904,Parmesan cheese,Akino sushi,12,3,6.3,5.0,1.3
1905,Beef,Blaze pizza,1,1,1.1,0.1,1.0
1906,Drumsticks,Globe,2,1,6.5,4.4,2.1
1907,Salad,Globe,1,1,1.6,1.6,0.0
1908,Salad,Akino sushi,3,1,1.9,0.9,1.0
1909,Chicken,Chipotle,1,1,7.9,7.8,0.1
1910,Tune,Nue Vegan,12,3,9.7,3.3,6.4
1911,Burger,Chick-fil-a,2,1,8.0,7.8,0.2
1912,Beans,Halal Guys,9,3,5.5,0.5,5.0
1913,Drumsticks,Ike's,10,3,5.7,0.6,5.1
1914,Chicken,Southside,10,3,3.4,2.8,0.6
1915,Pizza,Chick-fil-a,7,2,5.2,1.5,3.7
1916,Pizza,Chick-fil-a,8,2,6.1,1.5,4.6
1917,Parmesan cheese,Chipotle,10,3,9.8,9.3,0.5
1918,Burger,Flip kitchen,12,3,8.0,1.2,6.8
1919,Burger,Ike's,4,1,4.2,2.8,1.4
1920,Beef,Southside,6,2,9.0,5.1,3.9
1921,Tune,Halal Guys,11,3,1.6,0.2,1.4
1922,Pizza,Blaze pizza,11,3,4.5,2.6,1.9
1923,Beef,Akino sushi,2,1,2.3,0.9,1.4
1924,Chicken,Chick-fil-a,1,1,5.6,2.5,3.1
1925,Pizza,Chick-fil-a,10,3,1.1,0.1,1.0
1926,Tune,Southside,3,1,9.3,7.4,1.9
1927,Pork,Chick-fil-a,2,1,5.7,2.6,3.1
1928,Pork,Halal Guys,1,1,4.5,2.6,1.9
1929,Beans,Akino sushi,11,3,9.0,0.3,8.7
1930,Beans,Globe,2,1,4.8,3.5,1.3
1931,Fries,Akino sushi,12,3,5.0,1.4,3.6
1932,Pork,Flip kitchen,3,1,4.6,3.9,0.7
1933,Tune,Blaze pizza,7,2,8.8,3.9,4.9
1934,Pizza,Chick-fil-a,9,3,2.2,0.6,1.6
1935,Beef,Blaze pizza,4,1,5.4,3.7,1.7
1936,Burger,Southside,10,3,2.8,0.1,2.7
1937,Drumsticks,Southside,7,2,2.2,1.5,0.7
1938,Burger,Chick-fil-a,9,3,4.5,3.9,0.6
1939,Pork,Southside,5,2,7.3,4.1,3.2
1940,Beans,Ike's,1,1,5.6,1.6,4.0
1941,Burger,Halal Guys,12,3,3.4,0.9,2.5
1942,Salad,Flip kitchen,5,2,8.0,2.6,5.4
1943,Fries,Blaze pizza,9,3,9.7,6.7,3.0
1944,Beans,Southside,3,1,1.1,1.1,0.0
1945,Tune,Halal Guys,9,3,6.2,3.2,3.0
1946,Beef,Chick-fil-a,1,1,7.5,5.3,2.2
1947,Pork,Globe,9,3,2.5,0.4,2.1
1948,Salad,Chipotle,4,1,2.7,1.0,1.7
1949,Pizza,Blaze pizza,10,3,2.6,1.4,1.2
1950,Fries,Flip kitchen,2,1,8.4,8.0,0.4
1951,Tune,Chipotle,3,1,9.1,5.2,3.9
1952,Drumsticks,Chipotle,4,1,3.1,2.7,0.4
1953,Drumsticks,Southside,2,1,2.9,2.6,0.3
1954,Pork,Halal Guys,7,2,3.0,1.5,1.5
1955,Beef,Chick-fil-a,10,3,4.4,1.9,2.5
1956,Beef,Chick-fil-a,7,2,9.7,5.1,4.6
1957,Beef,Blaze pizza,2,1,9.8,5.0,4.8
1958,Chicken,Flip kitchen,12,3,1.8,0.7,1.1
1959,Beans,Southside,3,1,2.7,1.1,1.6
1960,Pork,Globe,6,2,9.1,2.6,6.5
1961,Pork,Chick-fil-a,1,1,8.9,2.9,6.0
1962,Burger,Flip kitchen,11,3,3.1,1.5,1.6
1963,Pizza,Akino sushi,6,2,3.1,1.4,1.7
1964,Beef,Globe,1,1,9.9,8.9,1.0
1965,Beans,Chick-fil-a,6,2,7.5,2.5,5.0
1966,Burger,Chick-fil-a,5,2,6.0,1.2,4.8
1967,Fries,Nue Vegan,5,2,7.2,4.6,2.6
1968,Tune,Chipotle,6,2,4.5,0.4,4.1
1969,Fries,Ike's,11,3,4.3,1.5,2.8
1970,Burger,Halal Guys,3,1,9.2,5.0,4.2
1971,Burger,Flip kitchen,2,1,3.5,2.0,1.5
1972,Salad,Nue Vegan,9,3,9.5,7.5,2.0
1973,Fries,Chick-fil-a,6,2,7.9,0.1,7.8
1974,Pork,Blaze pizza,8,2,7.8,5.2,2.6
1975,Pizza,Nue Vegan,1,1,2.9,0.0,2.9
1976,Salad,Globe,1,1,9.1,0.3,8.8
1977,Drumsticks,Flip kitchen,3,1,4.4,0.1,4.3
1978,Pork,Globe,3,1,4.0,1.8,2.2
1979,Pizza,Nue Vegan,2,1,6.4,3.5,2.9
1980,Pizza,Flip kitchen,8,2,7.5,2.0,5.5
1981,Parmesan cheese,Globe,11,3,7.2,1.1,6.1
1982,Tune,Akino sushi,9,3,9.7,7.9,1.8
1983,Pork,Globe,4,1,3.9,1.4,2.5
1984,Chicken,Chipotle,7,2,2.8,1.2,1.6
1985,Chicken,Akino sushi,6,2,4.5,3.5,1.0
1986,Parmesan cheese,Flip kitchen,9,3,6.1,3.0,3.1
1987,Pork,Flip kitchen,12,3,6.4,5.6,0.8
1988,Pizza,Ike's,2,1,7.6,5.6,2.0
1989,Salad,Chick-fil-a,7,2,8.5,7.4,1.1
1990,Chicken,Chick-fil-a,2,1,2.4,2.0,0.4
1991,Beef,Southside,9,3,6.1,3.9,2.2
1992,Parmesan cheese,Halal Guys,8,2,4.3,3.3,1.0
1993,Tune,Akino sushi,12,3,5.4,4.2,1.2
1994,Beef,Akino sushi,1,1,6.6,1.3,5.3
1995,Salad,Ike's,9,3,2.3,0.4,1.9
1996,Tune,Blaze pizza,5,2,9.0,6.8,2.2
1997,Pizza,Nue Vegan,1,1,8.2,8.0,0.2
1998,Tune,Southside,2,1,8.4,8.2,0.2
1999,Beans,Nue Vegan,5,2,2.6,1.6,1.0
2000,Pork,Blaze pizza,10,3,7.5,5.0,2.5
2001,Drumsticks,Globe,4,1,4.6,3.4,1.2
2002,Drumsticks,Chipotle,11,3,6.4,1.2,5.2
2003,Burger,Chick-fil-a,6,2,3.8,2.0,1.8
2004,Beef,Chick-fil-a,12,3,6.5,6.4,0.1
2005,Burger,Blaze pizza,5,2,8.2,2.6,5.6
2006,Parmesan cheese,Blaze pizza,1,1,9.8,9.7,0.1
2007,Salad,Flip kitchen,3,1,6.7,1.8,4.9
2008,Pizza,Halal Guys,4,1,3.2,1.1,2.1
2009,Salad,Nue Vegan,3,1,1.7,1.2,0.5
2010,Parmesan cheese,Akino sushi,9,3,3.6,2.8,0.8
2011,Salad,Nue Vegan,4,1,7.3,5.0,2.3
2012,Tune,Ike's,1,1,2.6,1.8,0.8
2013,Chicken,Ike's,2,1,9.9,9.4,0.5
2014,Beef,Ike's,2,1,4.0,0.2,3.8
2015,Beef,Flip kitchen,12,3,1.1,0.9,0.2
2016,Drumsticks,Blaze pizza,7,2,4.7,3.0,1.7
2017,Pizza,Flip kitchen,5,2,6.6,1.4,5.2
2018,Burger,Flip kitchen,12,3,7.9,4.5,3.4
2019,Salad,Globe,1,1,6.0,2.7,3.3
2020,Parmesan cheese,Chipotle,11,3,9.1,4.7,4.4
2021,Fries,Globe,1,1,6.2,5.8,0.4
2022,Pizza,Chipotle,6,2,8.9,7.3,1.6
2023,Beans,Nue Vegan,7,2,6.9,0.5,6.4
2024,Tune,Southside,8,2,4.4,4.2,0.2
2025,Beef,Globe,2,1,10.0,7.5,2.5
2026,Fries,Halal Guys,4,1,3.1,1.8,1.3
2027,Beef,Southside,9,3,7.6,4.7,2.9
2028,Pizza,Nue Vegan,11,3,1.9,1.8,0.1
2029,Pizza,Southside,7,2,8.5,7.1,1.4
2030,Parmesan cheese,Akino sushi,11,3,3.1,2.5,0.6
2031,Fries,Chipotle,3,1,7.8,4.0,3.8
2032,Tune,Nue Vegan,6,2,4.0,0.7,3.3
2033,Burger,Chipotle,5,2,4.5,0.8,3.7
2034,Parmesan cheese,Chick-fil-a,3,1,8.8,1.7,7.1
2035,Drumsticks,Flip kitchen,1,1,5.2,4.8,0.4
2036,Tune,Halal Guys,2,1,2.9,0.5,2.4
2037,Parmesan cheese,Blaze pizza,1,1,1.6,0.6,1.0
2038,Parmesan cheese,Halal Guys,3,1,7.9,7.5,0.4
2039,Beans,Halal Guys,12,3,3.8,1.0,2.8
2040,Beans,Ike's,1,1,3.1,3.0,0.1
2041,Burger,Southside,7,2,4.3,3.0,1.3
2042,Pizza,Halal Guys,9,3,5.7,1.9,3.8
2043,Pizza,Chipotle,8,2,5.6,1.0,4.6
2044,Drumsticks,Flip kitchen,11,3,5.0,2.8,2.2
2045,Beef,Akino sushi,5,2,4.1,2.9,1.2
2046,Beef,Nue Vegan,4,1,1.7,0.3,1.4
2047,Tune,Globe,7,2,8.7,6.9,1.8
2048,Pizza,Southside,3,1,5.2,3.7,1.5
2049,Drumsticks,Halal Guys,2,1,9.7,9.1,0.6
2050,Drumsticks,Blaze pizza,6,2,3.6,0.3,3.3
2051,Burger,Akino sushi,12,3,7.9,5.8,2.1
2052,Tune,Globe,11,3,6.0,4.3,1.7
2053,Beef,Akino sushi,7,2,7.2,3.0,4.2
2054,Pizza,Nue Vegan,10,3,1.8,0.5,1.3
2055,Fries,Chipotle,5,2,2.2,0.4,1.8
2056,Parmesan cheese,Akino sushi,1,1,9.3,4.9,4.4
2057,Beans,Halal Guys,9,3,7.1,4.6,2.5
2058,Chicken,Globe,9,3,7.1,2.8,4.3
2059,Pizza,Halal Guys,7,2,3.9,0.2,3.7
2060,Parmesan cheese,Chipotle,11,3,7.2,4.5,2.7
2061,Chicken,Southside,9,3,8.1,3.4,4.7
2062,Salad,Ike's,5,2,9.7,7.2,2.5
2063,Burger,Globe,11,3,4.2,2.5,1.7
2064,Beef,Globe,4,1,7.7,2.4,5.3
2065,Beans,Ike's,10,3,4.0,0.9,3.1
2066,Beans,Ike's,8,2,8.7,4.9,3.8
2067,Parmesan cheese,Nue Vegan,8,2,1.6,1.5,0.1
2068,Parmesan cheese,Chick-fil-a,11,3,7.9,7.5,0.4
2069,Beans,Ike's,7,2,8.7,5.5,3.2
2070,Pizza,Akino sushi,1,1,8.6,8.5,0.1
2071,Pork,Nue Vegan,3,1,8.5,6.5,2.0
2072,Beef,Globe,8,2,4.9,1.0,3.9
2073,Salad,Blaze pizza,4,1,6.3,2.7,3.6
2074,Chicken,Halal Guys,8,2,6.2,5.5,0.7
2075,Parmesan cheese,Halal Guys,9,3,5.6,1.5,4.1
2076,Pizza,Akino sushi,6,2,5.4,0.2,5.2
2077,Tune,Globe,4,1,8.7,6.2,2.5
2078,Burger,Chick-fil-a,6,2,4.1,0.8,3.3
2079,Chicken,Blaze pizza,4,1,9.6,5.4,4.2
2080,Beans,Southside,4,1,6.0,2.4,3.6
2081,Beef,Akino sushi,7,2,5.2,4.9,0.3
2082,Beef,Akino sushi,12,3,7.8,7.8,0.0
2083,Beef,Akino sushi,8,2,7.1,6.5,0.6
2084,Salad,Globe,12,3,3.9,1.1,2.8
2085,Salad,Southside,1,1,3.9,3.7,0.2
2086,Drumsticks,Blaze pizza,1,1,9.5,5.6,3.9
2087,Salad,Ike's,6,2,9.7,2.7,7.0
2088,Fries,Ike's,3,1,4.3,3.2,1.1
2089,Beans,Ike's,5,2,9.1,1.4,7.7
2090,Burger,Ike's,11,3,3.3,2.4,0.9
2091,Drumsticks,Southside,12,3,6.6,3.2,3.4
2092,Beans,Halal Guys,10,3,7.8,4.2,3.6
2093,Chicken,Flip kitchen,3,1,4.1,0.4,3.7
2094,Beans,Akino sushi,2,1,5.3,1.5,3.8
2095,Tune,Nue Vegan,6,2,1.3,0.6,0.7
2096,Salad,Halal Guys,9,3,2.2,1.0,1.2
2097,Pizza,Chipotle,6,2,2.9,1.3,1.6
2098,Pizza,Flip kitchen,4,1,2.5,1.5,1.0
2099,Salad,Ike's,6,2,6.6,4.6,2.0
2100,Pork,Blaze pizza,3,1,9.9,7.4,2.5
2101,Parmesan cheese,Southside,12,3,2.6,2.1,0.5
2102,Chicken,Southside,5,2,3.0,1.2,1.8
2103,Pork,Chick-fil-a,5,2,7.4,0.2,7.2
2104,Parmesan cheese,Chipotle,5,2,9.0,7.6,1.4
2105,Beans,Flip kitchen,4,1,9.3,2.6,6.7
2106,Salad,Southside,11,3,5.8,5.2,0.6
2107,Fries,Globe,10,3,7.4,6.6,0.8
2108,Chicken,Ike's,12,3,7.1,4.3,2.8
2109,Pizza,Globe,6,2,8.9,0.2,8.7
2110,Fries,Blaze pizza,5,2,9.6,5.7,3.9
2111,Parmesan cheese,Flip kitchen,4,1,6.9,1.6,5.3
2112,Beans,Ike's,9,3,3.4,0.3,3.1
2113,Burger,Globe,10,3,7.7,2.1,5.6
2114,Parmesan cheese,Halal Guys,7,2,8.5,7.2,1.3
2115,Fries,Flip kitchen,5,2,3.7,1.3,2.4
2116,Beans,Halal Guys,8,2,6.9,5.8,1.1
2117,Chicken,Nue Vegan,1,1,3.2,2.6,0.6
2118,Burger,Globe,2,1,3.6,0.6,3.0
2119,Chicken,Chipotle,2,1,2.3,0.4,1.9
2120,Burger,Chick-fil-a,11,3,2.5,0.5,2.0
2121,Parmesan cheese,Nue Vegan,12,3,7.2,1.5,5.7
2122,Salad,Nue Vegan,8,2,4.5,2.3,2.2
2123,Beans,Nue Vegan,8,2,9.5,2.0,7.5
2124,Burger,Ike's,8,2,2.4,1.1,1.3
2125,Beans,Chipotle,12,3,5.3,0.6,4.7
2126,Chicken,Chick-fil-a,2,1,4.4,0.6,3.8
2127,Beef,Globe,10,3,2.8,0.4,2.4
2128,Tune,Halal Guys,12,3,4.3,0.7,3.6
2129,Burger,Akino sushi,12,3,7.6,2.5,5.1
2130,Burger,Chipotle,7,2,4.3,1.3,3.0
2131,Drumsticks,Blaze pizza,5,2,5.1,3.4,1.7
2132,Chicken,Chipotle,5,2,3.8,1.8,2.0
2133,Fries,Nue Vegan,3,1,4.7,2.1,2.6
2134,Parmesan cheese,Chick-fil-a,6,2,3.4,3.0,0.4
2135,Pizza,Akino sushi,11,3,1.8,1.3,0.5
2136,Beef,Halal Guys,11,3,6.8,0.1,6.7
2137,Drumsticks,Southside,2,1,5.4,0.3,5.1
2138,Beans,Ike's,2,1,9.7,4.4,5.3
2139,Pork,Halal Guys,6,2,9.1,7.5,1.6
2140,Pork,Chick-fil-a,4,1,8.2,3.0,5.2
2141,Salad,Southside,9,3,5.2,5.2,0.0
2142,Drumsticks,Akino sushi,6,2,2.4,1.9,0.5
2143,Salad,Ike's,9,3,6.1,0.6,5.5
2144,Parmesan cheese,Nue Vegan,10,3,2.8,1.8,1.0
2145,Pizza,Southside,3,1,8.0,5.9,2.1
2146,Fries,Akino sushi,11,3,8.7,4.9,3.8
2147,Pizza,Ike's,1,1,6.0,5.1,0.9
2148,Tune,Ike's,10,3,6.5,6.3,0.2
2149,Pizza,Akino sushi,5,2,3.3,3.2,0.1
2150,Beans,Halal Guys,8,2,2.2,0.4,1.8
2151,Burger,Nue Vegan,1,1,8.8,2.0,6.8
2152,Pork,Flip kitchen,12,3,5.7,2.3,3.4
2153,Beef,Nue Vegan,1,1,3.3,2.4,0.9
2154,Chicken,Nue Vegan,11,3,4.0,2.2,1.8
2155,Pizza,Chipotle,12,3,1.7,1.5,0.2
2156,Beef,Chick-fil-a,7,2,4.9,0.5,4.4
2157,Parmesan cheese,Blaze pizza,12,3,1.6,1.3,0.3
2158,Pork,Nue Vegan,6,2,6.5,1.6,4.9
2159,Tune,Chipotle,4,1,4.6,3.8,0.8
2160,Fries,Halal Guys,8,2,5.3,1.1,4.2
2161,Chicken,Flip kitchen,10,3,3.6,3.3,0.3
2162,Parmesan cheese,Akino sushi,7,2,2.3,0.1,2.2
2163,Pizza,Chipotle,7,2,3.2,0.1,3.1
2164,Drumsticks,Chick-fil-a,2,1,4.5,2.0,2.5
2165,Parmesan cheese,Blaze pizza,9,3,4.8,0.6,4.2
2166,Chicken,Flip kitchen,10,3,7.2,4.2,3.0
2167,Beans,Nue Vegan,5,2,5.1,5.0,0.1
2168,Burger,Akino sushi,7,2,7.6,1.9,5.7
2169,Tune,Chick-fil-a,10,3,5.6,4.7,0.9
2170,Beef,Blaze pizza,6,2,1.1,0.8,0.3
2171,Pizza,Ike's,9,3,7.7,7.3,0.4
2172,Burger,Globe,9,3,4.7,4.2,0.5
2173,Drumsticks,Chick-fil-a,12,3,7.5,5.7,1.8
2174,Salad,Globe,5,2,7.9,7.8,0.1
2175,Drumsticks,Southside,5,2,7.4,2.8,4.6
2176,Pizza,Halal Guys,10,3,1.2,0.8,0.4
2177,Tune,Flip kitchen,5,2,1.9,1.5,0.4
2178,Chicken,Globe,1,1,5.9,2.1,3.8
2179,Salad,Ike's,4,1,6.6,4.3,2.3
2180,Parmesan cheese,Southside,7,2,1.1,0.1,1.0
2181,Pizza,Southside,9,3,2.1,0.8,1.3
2182,Drumsticks,Chipotle,8,2,5.5,0.9,4.6
2183,Chicken,Globe,5,2,4.3,3.6,0.7
2184,Drumsticks,Halal Guys,6,2,4.0,1.3,2.7
2185,Pizza,Nue Vegan,7,2,8.7,5.7,3.0
2186,Salad,Chipotle,11,3,5.7,1.2,4.5
2187,Pizza,Ike's,11,3,5.4,2.9,2.5
2188,Tune,Chipotle,7,2,4.6,4.2,0.4
2189,Drumsticks,Halal Guys,7,2,9.1,6.7,2.4
2190,Salad,Nue Vegan,1,1,9.2,2.9,6.3
2191,Burger,Globe,6,2,5.7,5.7,0.0
2192,Beans,Chick-fil-a,4,1,5.1,1.1,4.0
2193,Chicken,Flip kitchen,7,2,3.1,2.9,0.2
